platform,appId,title,store_url,developer,genres,contentRating,price,free,score,reviews,app_type,web_accessible,web_url,login_required,login_methods,age_verification_required,age_verification_method,subscription_required_for_long_chat,all_features_available_without_subscription,subscription_features,subscription_cost,languages_supported
android,com.diapp.girlfriend,Sophia: AI Girlfriend Roleplay,https://play.google.com/store/apps/details?id=com.diapp.girlfriend&hl=en&gl=us,Lutlo25,Entertainment,Mature 17+,0,True,0,0,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,dating.ai.prettygirl.chat,Honie: AI Girlfriend Roleplay,https://play.google.com/store/apps/details?id=dating.ai.prettygirl.chat&hl=en&gl=us,quanhspdz,Entertainment,Everyone,0,True,,,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.aishachat.airoleplay,Aisha AI: Deep Anime Talks,https://play.google.com/store/apps/details?id=com.aishachat.airoleplay&hl=en&gl=us,Lbssoftech,Entertainment,Mature 17+,0,True,0,0,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,app.jolie.ainl.hub,Jolie-AI Chat Story,https://play.google.com/store/apps/details?id=app.jolie.ainl.hub&hl=en&gl=us,SidosoftBD,Entertainment,Mature 17+,0,True,4.4,114,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.honeychat.friernd,HoneyChat: Your AI Friend,https://play.google.com/store/apps/details?id=com.honeychat.friernd&hl=en&gl=us,Turamcatu Semutatum,Entertainment,Mature 17+,0,True,4.6992483,242,companion,False,,True,email/password,True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.nicedreamgf.app,DreamGF: Always Here to Talk,https://play.google.com/store/apps/details?id=com.nicedreamgf.app&hl=en&gl=us,Vivek Shahi,Entertainment,Mature 17+,0,True,4.6831684,63,companion,False,,True,email/password,True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.tenebrox.banana,Sophie AI: Personal AI Chat,https://play.google.com/store/apps/details?id=com.tenebrox.banana&hl=en&gl=us,Tenebrox.,Personalization,Mature 17+,0,True,3.3114755,31,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.chatai.dreamyai,Dreamy: AI Roleplay Fantasy,https://play.google.com/store/apps/details?id=com.chatai.dreamyai&hl=en&gl=us,Super Power Apps,Entertainment,Mature 17+,0,True,3.2083333,10,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.aichat.aigirlfriend.roleplay,Lumia: AI Character Chat,https://play.google.com/store/apps/details?id=com.aichat.aigirlfriend.roleplay&hl=en&gl=us,Amobear Application - AILABS.,Entertainment,Mature 17+,0,True,2.7777777,27,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
android,io.candy.android.app,Candy AI: Create Anything,https://play.google.com/store/apps/details?id=io.candy.android.app&hl=en&gl=us,Candy Studio Apps,Art & Design,Teen,0,True,3.43,55,other,False,,True,"email/password, Google, Apple",False,,False,True,,Free,en
android,com.gagasoft.ruvyai,Ruvy AI - Personal AI Chat,https://play.google.com/store/apps/details?id=com.gagasoft.ruvyai&hl=en&gl=us,gagasoft,Entertainment,Mature 17+,0,True,3.2432432,15,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.sparklebba.aiw.app,Sparkle - Anime GF AI,https://play.google.com/store/apps/details?id=com.sparklebba.aiw.app&hl=en&gl=us,dev 65 ds65 6565sada,Entertainment,Mature 17+,0,True,4.1067963,100,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.milli.ailovechatbot,AI Girlfriend - AI Chat,https://play.google.com/store/apps/details?id=com.milli.ailovechatbot&hl=en&gl=us,Millionaire Appx,Entertainment,Teen,0,True,2.857143,8,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.chatbotai.virtualcharacter.app,Lovia: AI Character Chat,https://play.google.com/store/apps/details?id=com.chatbotai.virtualcharacter.app&hl=en&gl=us,Amobear Application -  Entertainment,Entertainment,Mature 17+,0,True,3.2,49,companion,False,,True,Google,True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
android,com.caisiren.poly,Siren AI: Easy AI Girl,https://play.google.com/store/apps/details?id=com.caisiren.poly&hl=en&gl=us,LandT,Entertainment,Everyone,0,True,4.52,47,companion,False,,True,Google,False,,True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
android,com.goodcrazyai.app,Crazy - Role Playing Companion,https://play.google.com/store/apps/details?id=com.goodcrazyai.app&hl=en&gl=us,Vivek Shahi,Entertainment,Mature 17+,0,True,4.6138887,854,companion,False,,True,email/password,True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
android,com.xxxai.sugary,Sugary-AI chat,https://play.google.com/store/apps/details?id=com.xxxai.sugary&hl=en&gl=us,XXXAI,Entertainment,Teen,0,True,4.117647,86,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.mollysoulful.aibka.friend,Molly-Soulful AI Friend,https://play.google.com/store/apps/details?id=com.mollysoulful.aibka.friend&hl=en&gl=us,Dawn Apps Dreamer,Entertainment,Mature 17+,0,True,3.8,7,companion,False,,True,email/password,True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.castlepumpkin.dayt,Dayt - AI Girlfriend Chat,https://play.google.com/store/apps/details?id=com.castlepumpkin.dayt&hl=en&gl=us,castlepumpkin,Entertainment,Everyone,0,True,4.4607844,25,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
android,com.aminteractivesoftware.chatticaai,ChatticaAI - AI Character Chat,https://play.google.com/store/apps/details?id=com.aminteractivesoftware.chatticaai&hl=en&gl=us,AM Interactive Software,Tools,Adults only 18+,0,True,4.818182,7,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
android,com.aapkigf.ai,TeriBandi: Indian AI Friend,https://play.google.com/store/apps/details?id=com.aapkigf.ai&hl=en&gl=us,JSPR Labs,Entertainment,Mature 17+,0,True,,,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.blush.chat,Blush AI: Your Sweetest Corner,https://play.google.com/store/apps/details?id=com.blush.chat&hl=en&gl=us,AZByte Developers,Entertainment,Mature 17+,0,True,4.1666665,11,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.landro.daisy,Daisy AI: Chat With Soulful AI,https://play.google.com/store/apps/details?id=com.landro.daisy&hl=en&gl=us,Gamblandro,Entertainment,Mature 17+,0,True,1.7058823,9,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.flirtly.aidate,Mila: AI Roleplay Game,https://play.google.com/store/apps/details?id=com.flirtly.aidate&hl=en&gl=us,Wallet Passes Alliance,Simulation,Everyone,0,True,4,185,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,chat.caro.ai,Caro AI: Romantic Partner Chat,https://play.google.com/store/apps/details?id=chat.caro.ai&hl=en&gl=us,Yus tech,Entertainment,Adults only 18+,0,True,1.7222222,4,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.parulai.app,Meetra - Indian AI Girlfriend,https://play.google.com/store/apps/details?id=com.parulai.app&hl=en&gl=us,Feature2Bug Labs,Productivity,Mature 17+,0,True,0,0,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
android,com.persona.ai.pro,Persona.AI Pro : AI Friends,https://play.google.com/store/apps/details?id=com.persona.ai.pro&hl=en&gl=us,AI Persona,Entertainment,Mature 17+,0,True,3.6346154,183,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.bytejourney.and.whisper,WhisperAI - Your AI Friends,https://play.google.com/store/apps/details?id=com.bytejourney.and.whisper&hl=en&gl=us,Byte Journey,Entertainment,Mature 17+,0,True,3.86,229,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.app.bgirlai,Blissy: Your AI Friend,https://play.google.com/store/apps/details?id=com.app.bgirlai&hl=en&gl=us,BWay App Studio,Lifestyle,Teen,0,True,0,0,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.memozy.memozy,Memozy: AI Friend & Journal,https://play.google.com/store/apps/details?id=com.memozy.memozy&hl=en&gl=us,Agenteex AI Technologies,Health & Fitness,Teen,0,True,4.49,61,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.rolechatgame.juiceai,Juice AI - Anime Friend Chat,https://play.google.com/store/apps/details?id=com.rolechatgame.juiceai&hl=en&gl=us,motahirhicham,Entertainment,Mature 17+,0,True,4.04,163,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.berryai.chat2026,Berry AI: Your Anime Fantasy,https://play.google.com/store/apps/details?id=com.berryai.chat2026&hl=en&gl=us,GetAIs Group,Entertainment,Mature 17+,0,True,3.7297297,14,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.pro.bella.aia.ldw,Bella-Anime AI Friend,https://play.google.com/store/apps/details?id=com.pro.bella.aia.ldw&hl=en&gl=us,Ahmaaad,Entertainment,Mature 17+,0,True,3.5952382,17,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,voxy.friend.chat.ai,Voxy : Your AI Friend,https://play.google.com/store/apps/details?id=voxy.friend.chat.ai&hl=en&gl=us,"Chat, Connect Online & Make Friends",Lifestyle,Everyone,0,True,,,companion,False,,True,email/password,False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,online.fantasyai.android,Fantasy.AI:Chat With Character,https://play.google.com/store/apps/details?id=online.fantasyai.android&hl=en&gl=us,21 DREAMS ARTS & CULTURE INC,Entertainment,Mature 17+,0,True,4.09434,384,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.growinpainsllc.intimate,Intimate - AI Girlfriend,https://play.google.com/store/apps/details?id=com.growinpainsllc.intimate&hl=en&gl=us,Growing Pains LLC,Entertainment,Mature 17+,0,True,4.374741,908,companion,False,,True,Discord,True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,weappico.girly.android,Girly - AI Girlfriend Chat,https://play.google.com/store/apps/details?id=weappico.girly.android&hl=en&gl=us,Weappico Limited,Entertainment,Mature 17+,0,True,4.54,15,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.mavtao.girlfriend.ai,DreamGF: AI Girlfriend Chat,https://play.google.com/store/apps/details?id=com.mavtao.girlfriend.ai&hl=en&gl=us,Avacasa,Entertainment,Mature 17+,0,True,4.029412,89,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.secretfriend.match,Girlfriend AI & RP - SFM AI,https://play.google.com/store/apps/details?id=com.secretfriend.match&hl=en&gl=us,IAForge Studio,Entertainment,Adults only 18+,0,True,4.371134,35,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.intimaioficial,AI Girlfriend 18+,https://play.google.com/store/apps/details?id=com.intimaioficial&hl=en&gl=us,Controle o Bruxismo e a Ansiedade,Entertainment,Mature 17+,0,True,,,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
android,com.hotchatai.roleplaywithairoles,HotChat: Character AI Chat,https://play.google.com/store/apps/details?id=com.hotchatai.roleplaywithairoles&hl=en&gl=us,Make Betters,Entertainment,Mature 17+,0,True,3.96,147,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,flamify.ai.app,Flamify: Love Chat & AI Dating,https://play.google.com/store/apps/details?id=flamify.ai.app&hl=en&gl=us,Flamify AI,Entertainment,Mature 17+,0,True,4.1759257,93,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,app.mv.sparks,AI Girlfriend Chat: Sparks,https://play.google.com/store/apps/details?id=app.mv.sparks&hl=en&gl=us,FlaviusApps,Entertainment,Mature 17+,0,True,4.07,51,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.antonio.my.ai.girlfriend.free,Luna: AI Girlfriend Chat,https://play.google.com/store/apps/details?id=com.antonio.my.ai.girlfriend.free&hl=en&gl=us,Awesome Game Studio,Health & Fitness,Mature 17+,0,True,4.706215,653,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
android,com.chat.flirty.role.play.ai.girlfriend,Flirtify - AI RolePlay Chat,https://play.google.com/store/apps/details?id=com.chat.flirty.role.play.ai.girlfriend&hl=en&gl=us,Mobilytros,Entertainment,Teen,0,True,4.792079,453,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.crazygilr.aichat,Crazy Girl:Sweet&Wild AI Chat,https://play.google.com/store/apps/details?id=com.crazygilr.aichat&hl=en&gl=us,Bouk app,Entertainment,Mature 17+,0,True,4.529412,252,companion,False,,True,email/password,True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.isetai.justmet,JustMet - Character AI Chat,https://play.google.com/store/apps/details?id=com.isetai.justmet&hl=en&gl=us,IsetAI,Entertainment,Mature 17+,0,True,3.94,20,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.xxxaichat.roleplaychatai,Lolipop - AI Chat Story,https://play.google.com/store/apps/details?id=com.xxxaichat.roleplaychatai&hl=en&gl=us,HaHa Maker,Entertainment,Mature 17+,0,True,4.02,57,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.livelyaichat.chatwithaicharacters,Lively AI-Soulmate Chatbot,https://play.google.com/store/apps/details?id=com.livelyaichat.chatwithaicharacters&hl=en&gl=us,Smart-Solutions,Entertainment,Mature 17+,0,True,4.16,187,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.lollyy.aichat,Lollyy - AI Characters Chat,https://play.google.com/store/apps/details?id=com.lollyy.aichat&hl=en&gl=us,Whale AI,Entertainment,Mature 17+,0,True,2.8118813,280,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.caigirl.chatnow,Spark Chat-AI Roleplay Freely,https://play.google.com/store/apps/details?id=com.caigirl.chatnow&hl=en&gl=us,Abhi Savadiya,Entertainment,Mature 17+,0,True,4.46,85,companion,False,,True,email/password,True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
android,com.virtualgirlfiend.virtual_girlfriend,Virtual Girlfriend Simulator,https://play.google.com/store/apps/details?id=com.virtualgirlfiend.virtual_girlfriend&hl=en&gl=us,OceanPath Tech,Entertainment,Teen,0,True,,,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,british.virtual.ai.girlfriend.romantic.gf.dating.lover.chat.ai.gf.character,Lucy: British AI Girlfriend,https://play.google.com/store/apps/details?id=british.virtual.ai.girlfriend.romantic.gf.dating.lover.chat.ai.gf.character&hl=en&gl=us,Jani Infotech,Entertainment,Teen,0,True,4.2580647,15,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.dating.ai.gf.bf,AI Girlfriend - Love Chat,https://play.google.com/store/apps/details?id=com.dating.ai.gf.bf&hl=en&gl=us,MORADIYA INFOTECH,Dating,Teen,0,True,,,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,aigirlfriend.huggingface,Character AI - AI Girlfriend,https://play.google.com/store/apps/details?id=aigirlfriend.huggingface&hl=en&gl=us,Little_Viy,Entertainment,Mature 17+,0,True,2.8275862,19,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.cangy.crush,CandyGF: Your Sweet AI Crush,https://play.google.com/store/apps/details?id=com.cangy.crush&hl=en&gl=us,Ai-developer,Entertainment,Mature 17+,0,True,4.805825,177,companion,False,,True,email/password,True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.ai.girlfriend,DigitalDream - AI Girlfriend,https://play.google.com/store/apps/details?id=com.ai.girlfriend&hl=en&gl=us,Dave's,Dating,Teen,0,True,3.6756756,10,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.modern.lovely.ai.lab,Lovely AI - Chat Magic,https://play.google.com/store/apps/details?id=com.modern.lovely.ai.lab&hl=en&gl=us,Taxi bonito,Entertainment,Mature 17+,0,True,2.6511629,19,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.premium.hana.ai.pro,Hana.AI - Fun Soulmate Talk,https://play.google.com/store/apps/details?id=com.premium.hana.ai.pro&hl=en&gl=us,AKF Creations,Entertainment,Mature 17+,0,True,4.6285715,103,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,app.pika.ai.pro,Pika AI：Chat With Character,https://play.google.com/store/apps/details?id=app.pika.ai.pro&hl=en&gl=us,SidosoftBD,Entertainment,Mature 17+,0,True,3.772277,50,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,ai.solapp.sol,Sol AI - Chat & Roleplay,https://play.google.com/store/apps/details?id=ai.solapp.sol&hl=en&gl=us,Eros Media,Entertainment,Teen,0,True,3.9444444,15,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.dave.ai,PixelHeart - AI Girlfriend,https://play.google.com/store/apps/details?id=com.dave.ai&hl=en&gl=us,Rich Kim,Dating,Teen,0,True,3.28,11,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.peace.AiGirlfriend,AI Girlfriend - Romantic chat,https://play.google.com/store/apps/details?id=com.peace.AiGirlfriend&hl=en&gl=us,Peace,Entertainment,Everyone,0,True,4.3333335,5,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.aigirlfriend.aichat.chatbot.virtualgirlfriend,Virtual AI Girlfriend: AI Chat,https://play.google.com/store/apps/details?id=com.aigirlfriend.aichat.chatbot.virtualgirlfriend&hl=en&gl=us,Dazong Apps,Entertainment,Teen,0,True,4.428571,0,companion,False,,True,"Google, email/password",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.ahwach.StumbleGems,"AI Girlfriend: عربي Love, Chat",https://play.google.com/store/apps/details?id=com.ahwach.StumbleGems&hl=en&gl=us,Ahwach,Dating,Teen,0,True,4.66,59,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.BrolabStudios.AlyssaVirtualARTalkingGirlSimulator,Alyssa Virtual & AR Girlfriend,https://play.google.com/store/apps/details?id=com.BrolabStudios.AlyssaVirtualARTalkingGirlSimulator&hl=en&gl=us,Brolab Studios,Simulation,Teen,0,True,3.33,240,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.roleplaycharacterschat.juicychat,Peach AI : Al Roleplay Chat,https://play.google.com/store/apps/details?id=com.roleplaycharacterschat.juicychat&hl=en&gl=us,Pace Digital Technologies,Entertainment,Mature 17+,0,True,4.03,114,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,io.kodular.bayeinyass253.cute,Cute AI - Immersive Chat,https://play.google.com/store/apps/details?id=io.kodular.bayeinyass253.cute&hl=en&gl=us,Shifa'ul Asqam (The Complete Diwani),Entertainment,Mature 17+,0,True,4.604203,1922,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.scarlettai.loverai.virtualchat,Virtual Girlfriend: Lover AI,https://play.google.com/store/apps/details?id=com.scarlettai.loverai.virtualchat&hl=en&gl=us,Humpty Dumpty Studio,Entertainment,Teen,0,True,3.6,2,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,ai.girlfriend.chat.igirl.dating,AI Girlfriend: AI Girl Chat,https://play.google.com/store/apps/details?id=ai.girlfriend.chat.igirl.dating&hl=en&gl=us,Digital SEO,Entertainment,Mature 17+,0,True,3.6666667,3,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,world.aiway.aigirlfriend,AIA: AI Girlfriend Roleplay,https://play.google.com/store/apps/details?id=world.aiway.aigirlfriend&hl=en&gl=us,Aiway LLP,Entertainment,Teen,0,True,4.18,15,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
android,com.talk.soul.ai.friend.chat.app,TalkSoul:Chat with AI Friends,https://play.google.com/store/apps/details?id=com.talk.soul.ai.friend.chat.app&hl=en&gl=us,ربيع الاسرار,Entertainment,Mature 17+,0,True,3.99,82,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.akweb.chatbae,ChatBae : AI Girlfriend,https://play.google.com/store/apps/details?id=com.akweb.chatbae&hl=en&gl=us,Ak Web Designer,Communication,Everyone,0,True,0,0,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,app.character.roleplay.ai.friend,Talki AI GirlFriend Roleplay,https://play.google.com/store/apps/details?id=app.character.roleplay.ai.friend&hl=en&gl=us,StudioNovaX,Entertainment,Everyone,0,True,4.779661,51,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.roleplaychatacter.dreamx,Dreamate - Spicy AI Chat,https://play.google.com/store/apps/details?id=com.roleplaychatacter.dreamx&hl=en&gl=us,Random Chat Rooms Roulette,Entertainment,Mature 17+,0,True,3.74,92,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,apps.cherry.aisoulmate.ai.e63,Cherry AI-Soulmate AI Stroy,https://play.google.com/store/apps/details?id=apps.cherry.aisoulmate.ai.e63&hl=en&gl=us,Raph Tv,Entertainment,Mature 17+,0,True,4.2,63,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.amorai.chat,Amor AI: Assistant & Companion,https://play.google.com/store/apps/details?id=com.amorai.chat&hl=en&gl=us,Wallet Passes Alliance,Role Playing,Everyone,0,True,3.5445545,79,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,ai.questionai.chat.bot,Fantasay - AI Chat,https://play.google.com/store/apps/details?id=ai.questionai.chat.bot&hl=en&gl=us,Symphony Tech Pte. Ltd.,Entertainment,Teen,0,True,3.7692308,6,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.flirtiai.desigfai,Desi Girlfriend AI,https://play.google.com/store/apps/details?id=com.flirtiai.desigfai&hl=en&gl=us,Nabhos Interactive,Entertainment,Teen,0,True,0,0,companion,False,,True,Phone,False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.chatwithais.coupleu,CoupleU：AI Romance World,https://play.google.com/store/apps/details?id=com.chatwithais.coupleu&hl=en&gl=us,Meet New AI World,Entertainment,Mature 17+,0,True,3.46,62,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,fantasy.roleplay.chat,"Anime Character AI: Chat, Play",https://play.google.com/store/apps/details?id=fantasy.roleplay.chat&hl=en&gl=us,AI Tech Labs,Entertainment,Mature 17+,0,True,3.5254238,18,companion,False,,True,"Google, email/password",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.codeway.chatapp,Chat AI: Ask Agent Anything,https://play.google.com/store/apps/details?id=com.codeway.chatapp&hl=en&gl=us,Deep Flow Apps,Productivity,Everyone,0,True,4.4269247,10751,general_purpose,False,,True,"Phone, email/password",False,,False,True,,Free,en
android,com.slay.pengu,Friends – Raise AI Companions,https://play.google.com/store/apps/details?id=com.slay.pengu&hl=en&gl=us,SLAY GmbH,Social,Everyone,0,True,4.5880375,3885,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
android,ai.chat.gpt.bot,ChatOn - AI Chat Bot Assistant,https://play.google.com/store/apps/details?id=ai.chat.gpt.bot&hl=en&gl=us,AIBY Inc.,Productivity,Teen,0,True,4.515329,4907,general_purpose,True,https://chaton.ai,True,"email/password, Facebook",False,,False,True,No paid subscription - free,Free,en
android,com.deepseek.chat,DeepSeek - AI Assistant,https://play.google.com/store/apps/details?id=com.deepseek.chat&hl=en&gl=us,DeepSeek,Productivity,Teen,0,True,4.26257,6050,general_purpose,True,https://chat.deepseek.com,True,"email/password, Google",False,,False,True,No paid subscription currently,Free,"en, zh, and many more"
